Datetime,Stage,Discharge,SiteID,VarFrom,VarTo
2025-08-21 00:00:00,11.138,150,612051,10.30,103
2025-08-21 01:00:00,11.128,150,612051,10.30,103
2025-08-21 02:00:00,11.12,150,612051,10.30,103
2025-08-21 03:00:00,11.108,150,612051,10.30,103
2025-08-21 04:00:00,11.098,150,612051,10.30,103
2025-08-21 05:00:00,11.089,150,612051,10.30,103
2025-08-21 06:00:00,11.079,150,612051,10.30,103
2025-08-21 07:00:00,11.072,150,612051,10.30,103
2025-08-21 08:00:00,11.063,150,612051,10.30,103
2025-08-21 09:00:00,11.056,150,612051,10.30,103
2025-08-21 10:00:00,11.049,150,612051,10.30,103
2025-08-21 11:00:00,11.044,150,612051,10.30,103
2025-08-21 12:00:00,11.039,150,612051,10.30,103
2025-08-21 13:00:00,11.032,150,612051,10.30,103
2025-08-21 14:00:00,11.024,150,612051,10.30,103
2025-08-21 15:00:00,11.019,150,612051,10.30,103
2025-08-21 16:00:00,11.012,150,612051,10.30,103
2025-08-21 17:00:00,11.006,150,612051,10.30,103
2025-08-21 18:00:00,10.999,150,612051,10.30,103
2025-08-21 19:00:00,10.992,150,612051,10.30,103
2025-08-21 20:00:00,10.985,150,612051,10.30,103
2025-08-21 21:00:00,10.977,150,612051,10.30,103
2025-08-21 22:00:00,10.972,150,612051,10.30,103
2025-08-21 23:00:00,10.968,150,612051,10.30,103
2025-08-22 00:00:00,10.96,150,612051,10.30,103
2025-08-22 01:00:00,10.955,150,612051,10.30,103
2025-08-22 02:00:00,10.947,150,612051,10.30,103
2025-08-22 03:00:00,10.944,150,612051,10.30,103
2025-08-22 04:00:00,10.94,150,612051,10.30,103
2025-08-22 05:00:00,10.935,150,612051,10.30,103
2025-08-22 06:00:00,10.93,150,612051,10.30,103
2025-08-22 07:00:00,10.926,150,612051,10.30,103
2025-08-22 08:00:00,10.922,150,612051,10.30,103
2025-08-22 09:00:00,10.918,150,612051,10.30,103
2025-08-22 10:00:00,10.916,150,612051,10.30,103
2025-08-22 11:00:00,10.911,150,612051,10.30,103
2025-08-22 12:00:00,10.907,150,612051,10.30,103
2025-08-22 13:00:00,10.904,150,612051,10.30,103
2025-08-22 14:00:00,10.899,150,612051,10.30,103
2025-08-22 15:00:00,10.894,150,612051,10.30,103
2025-08-22 16:00:00,10.891,150,612051,10.30,103
2025-08-22 17:00:00,10.886,150,612051,10.30,103
2025-08-22 18:00:00,10.882,150,612051,10.30,103
2025-08-22 19:00:00,10.877,150,612051,10.30,103
2025-08-22 20:00:00,10.871,150,612051,10.30,103
2025-08-22 21:00:00,10.868,150,612051,10.30,103
2025-08-22 22:00:00,10.865,150,612051,10.30,103
2025-08-22 23:00:00,10.86,150,612051,10.30,103
2025-08-23 00:00:00,10.856,150,612051,10.30,103
2025-08-23 01:00:00,10.854,150,612051,10.30,103
2025-08-23 02:00:00,10.849,150,612051,10.30,103
2025-08-23 03:00:00,10.848,150,612051,10.30,103
2025-08-23 04:00:00,10.845,150,612051,10.30,103
2025-08-23 05:00:00,10.842,150,612051,10.30,103
2025-08-23 06:00:00,10.839,150,612051,10.30,103
2025-08-23 07:00:00,10.837,150,612051,10.30,103
2025-08-23 08:00:00,10.835,150,612051,10.30,103
2025-08-23 09:00:00,10.832,150,612051,10.30,103
2025-08-23 10:00:00,10.831,150,612051,10.30,103
2025-08-23 11:00:00,10.829,150,612051,10.30,103
2025-08-23 12:00:00,10.826,150,612051,10.30,103
2025-08-23 13:00:00,10.824,150,612051,10.30,103
2025-08-23 14:00:00,10.822,150,612051,10.30,103
2025-08-23 15:00:00,10.818,150,612051,10.30,103
2025-08-23 16:00:00,10.816,150,612051,10.30,103
2025-08-23 17:00:00,10.812,150,612051,10.30,103
2025-08-23 18:00:00,10.809,150,612051,10.30,103
2025-08-23 19:00:00,10.805,150,612051,10.30,103
2025-08-23 20:00:00,10.803,150,612051,10.30,103
2025-08-23 21:00:00,10.799,150,612051,10.30,103
2025-08-23 22:00:00,10.795,150,612051,10.30,103
2025-08-23 23:00:00,10.791,150,612051,10.30,103
2025-08-24 00:00:00,10.79,150,612051,10.30,103
2025-08-24 01:00:00,10.788,150,612051,10.30,103
2025-08-24 02:00:00,10.785,150,612051,10.30,103
2025-08-24 03:00:00,10.784,150,612051,10.30,103
2025-08-24 04:00:00,10.783,150,612051,10.30,103
2025-08-24 05:00:00,10.786,150,612051,10.30,103
2025-08-24 06:00:00,10.788,150,612051,10.30,103
2025-08-24 07:00:00,10.786,150,612051,10.30,103
2025-08-24 08:00:00,10.785,150,612051,10.30,103
2025-08-24 09:00:00,10.789,150,612051,10.30,103
2025-08-24 10:00:00,10.803,150,612051,10.30,103
2025-08-24 11:00:00,10.817,150,612051,10.30,103
2025-08-24 12:00:00,10.849,150,612051,10.30,103
2025-08-24 13:00:00,10.91,150,612051,10.30,103
2025-08-24 14:00:00,10.972,150,612051,10.30,103
2025-08-24 15:00:00,10.993,150,612051,10.30,103
2025-08-24 16:00:00,11.005,150,612051,10.30,103
2025-08-24 17:00:00,11.069,150,612051,10.30,103
2025-08-24 18:00:00,11.166,150,612051,10.30,103
2025-08-24 19:00:00,11.253,150,612051,10.30,103
2025-08-24 20:00:00,11.327,150,612051,10.30,103
2025-08-24 21:00:00,11.4,150,612051,10.30,103
2025-08-24 22:00:00,11.477,150,612051,10.30,103
2025-08-24 23:00:00,11.565,150,612051,10.30,103
2025-08-25 00:00:00,11.645,150,612051,10.30,103
2025-08-25 01:00:00,11.705,150,612051,10.30,103
2025-08-25 02:00:00,11.734,150,612051,10.30,103
2025-08-25 03:00:00,11.74,150,612051,10.30,103
2025-08-25 04:00:00,11.723,150,612051,10.30,103
2025-08-25 05:00:00,11.699,150,612051,10.30,103
2025-08-25 06:00:00,11.68,150,612051,10.30,103
2025-08-25 07:00:00,11.667,150,612051,10.30,103
2025-08-25 08:00:00,11.655,150,612051,10.30,103
2025-08-25 09:00:00,11.647,150,612051,10.30,103
2025-08-25 10:00:00,11.637,150,612051,10.30,103
2025-08-25 11:00:00,11.622,150,612051,10.30,103
2025-08-25 12:00:00,11.618,150,612051,10.30,103
2025-08-25 13:00:00,11.605,150,612051,10.30,103
2025-08-25 14:00:00,11.577,150,612051,10.30,103
2025-08-25 15:00:00,11.543,150,612051,10.30,103
2025-08-25 16:00:00,11.516,150,612051,10.30,103
2025-08-25 17:00:00,11.503,150,612051,10.30,103
2025-08-25 18:00:00,11.49,150,612051,10.30,103
2025-08-25 19:00:00,11.479,150,612051,10.30,103
2025-08-25 20:00:00,11.47,150,612051,10.30,103
2025-08-25 21:00:00,11.456,150,612051,10.30,103
2025-08-25 22:00:00,11.432,150,612051,10.30,103
2025-08-25 23:00:00,11.405,150,612051,10.30,103
2025-08-26 00:00:00,11.378,150,612051,10.30,103
2025-08-26 01:00:00,11.356,150,612051,10.30,103
2025-08-26 02:00:00,11.336,150,612051,10.30,103
2025-08-26 03:00:00,11.318,150,612051,10.30,103
2025-08-26 04:00:00,11.301,150,612051,10.30,103
2025-08-26 05:00:00,11.285,150,612051,10.30,103
2025-08-26 06:00:00,11.27,150,612051,10.30,103
2025-08-26 07:00:00,11.255,150,612051,10.30,103
2025-08-26 08:00:00,11.244,150,612051,10.30,103
2025-08-26 09:00:00,11.232,150,612051,10.30,103
2025-08-26 10:00:00,11.219,150,612051,10.30,103
2025-08-26 11:00:00,11.206,150,612051,10.30,103
2025-08-26 12:00:00,11.196,150,612051,10.30,103
2025-08-26 13:00:00,11.186,150,612051,10.30,103
2025-08-26 14:00:00,11.177,150,612051,10.30,103
2025-08-26 15:00:00,11.165,150,612051,10.30,103
2025-08-26 16:00:00,11.155,150,612051,10.30,103
2025-08-26 17:00:00,11.146,150,612051,10.30,103
2025-08-26 18:00:00,11.135,150,612051,10.30,103
2025-08-26 19:00:00,11.128,150,612051,10.30,103
2025-08-26 20:00:00,11.12,150,612051,10.30,103
2025-08-26 21:00:00,11.112,150,612051,10.30,103
2025-08-26 22:00:00,11.103,150,612051,10.30,103
2025-08-26 23:00:00,11.095,150,612051,10.30,103
2025-08-27 00:00:00,11.087,150,612051,10.30,103
2025-08-27 01:00:00,11.081,150,612051,10.30,103
2025-08-27 02:00:00,11.071,150,612051,10.30,103
2025-08-27 03:00:00,11.066,150,612051,10.30,103
2025-08-27 04:00:00,11.057,150,612051,10.30,103
2025-08-27 05:00:00,11.049,150,612051,10.30,103
2025-08-27 06:00:00,11.046,150,612051,10.30,103
2025-08-27 07:00:00,11.039,150,612051,10.30,103
2025-08-27 08:00:00,11.034,150,612051,10.30,103
2025-08-27 09:00:00,11.029,150,612051,10.30,103
2025-08-27 10:00:00,0.0,255,612051,10.30,103
2025-08-27 11:00:00,0.0,255,612051,10.30,103
2025-08-27 12:00:00,0.0,255,612051,10.30,103
2025-08-27 13:00:00,0.0,255,612051,10.30,103
2025-08-27 14:00:00,0.0,255,612051,10.30,103
2025-08-27 15:00:00,0.0,255,612051,10.30,103
2025-08-27 16:00:00,0.0,255,612051,10.30,103
2025-08-27 17:00:00,0.0,255,612051,10.30,103
2025-08-27 18:00:00,0.0,255,612051,10.30,103
2025-08-27 19:00:00,0.0,255,612051,10.30,103
2025-08-27 20:00:00,0.0,255,612051,10.30,103
2025-08-27 21:00:00,0.0,255,612051,10.30,103
2025-08-27 22:00:00,0.0,255,612051,10.30,103
2025-08-27 23:00:00,0.0,255,612051,10.30,103
2025-08-28 00:00:00,0.0,255,612051,10.30,103
