Datetime,Stage,Discharge,SiteID,VarFrom,VarTo
2025-08-21 00:00:00,11.075,150,612035,10.30,103
2025-08-21 01:00:00,11.075,150,612035,10.30,103
2025-08-21 02:00:00,11.076,150,612035,10.30,103
2025-08-21 03:00:00,11.077,150,612035,10.30,103
2025-08-21 04:00:00,11.079,150,612035,10.30,103
2025-08-21 05:00:00,11.082,150,612035,10.30,103
2025-08-21 06:00:00,11.086,150,612035,10.30,103
2025-08-21 07:00:00,11.091,150,612035,10.30,103
2025-08-21 08:00:00,11.097,150,612035,10.30,103
2025-08-21 09:00:00,11.103,150,612035,10.30,103
2025-08-21 10:00:00,11.11,150,612035,10.30,103
2025-08-21 11:00:00,11.117,150,612035,10.30,103
2025-08-21 12:00:00,11.124,150,612035,10.30,103
2025-08-21 13:00:00,11.131,150,612035,10.30,103
2025-08-21 14:00:00,11.136,150,612035,10.30,103
2025-08-21 15:00:00,11.142,150,612035,10.30,103
2025-08-21 16:00:00,11.148,150,612035,10.30,103
2025-08-21 17:00:00,11.153,150,612035,10.30,103
2025-08-21 18:00:00,11.158,150,612035,10.30,103
2025-08-21 19:00:00,11.164,150,612035,10.30,103
2025-08-21 20:00:00,11.17,150,612035,10.30,103
2025-08-21 21:00:00,11.176,150,612035,10.30,103
2025-08-21 22:00:00,11.181,150,612035,10.30,103
2025-08-21 23:00:00,11.184,150,612035,10.30,103
2025-08-22 00:00:00,11.187,150,612035,10.30,103
2025-08-22 01:00:00,11.19,150,612035,10.30,103
2025-08-22 02:00:00,11.193,150,612035,10.30,103
2025-08-22 03:00:00,11.197,150,612035,10.30,103
2025-08-22 04:00:00,11.2,150,612035,10.30,103
2025-08-22 05:00:00,11.203,150,612035,10.30,103
2025-08-22 06:00:00,11.206,150,612035,10.30,103
2025-08-22 07:00:00,11.207,150,612035,10.30,103
2025-08-22 08:00:00,11.208,150,612035,10.30,103
2025-08-22 09:00:00,11.209,150,612035,10.30,103
2025-08-22 10:00:00,11.21,150,612035,10.30,103
2025-08-22 11:00:00,11.211,150,612035,10.30,103
2025-08-22 12:00:00,11.211,150,612035,10.30,103
2025-08-22 13:00:00,11.21,150,612035,10.30,103
2025-08-22 14:00:00,11.209,150,612035,10.30,103
2025-08-22 15:00:00,11.207,150,612035,10.30,103
2025-08-22 16:00:00,11.206,150,612035,10.30,103
2025-08-22 17:00:00,11.204,150,612035,10.30,103
2025-08-22 18:00:00,11.201,150,612035,10.30,103
2025-08-22 19:00:00,11.197,150,612035,10.30,103
2025-08-22 20:00:00,11.194,150,612035,10.30,103
2025-08-22 21:00:00,11.192,150,612035,10.30,103
2025-08-22 22:00:00,11.189,150,612035,10.30,103
2025-08-22 23:00:00,11.186,150,612035,10.30,103
2025-08-23 00:00:00,11.183,150,612035,10.30,103
2025-08-23 01:00:00,11.179,150,612035,10.30,103
2025-08-23 02:00:00,11.176,150,612035,10.30,103
2025-08-23 03:00:00,11.173,150,612035,10.30,103
2025-08-23 04:00:00,11.17,150,612035,10.30,103
2025-08-23 05:00:00,11.166,150,612035,10.30,103
2025-08-23 06:00:00,11.163,150,612035,10.30,103
2025-08-23 07:00:00,11.16,150,612035,10.30,103
2025-08-23 08:00:00,11.157,150,612035,10.30,103
2025-08-23 09:00:00,11.154,150,612035,10.30,103
2025-08-23 10:00:00,11.152,150,612035,10.30,103
2025-08-23 11:00:00,11.15,150,612035,10.30,103
2025-08-23 12:00:00,11.148,150,612035,10.30,103
2025-08-23 13:00:00,11.145,150,612035,10.30,103
2025-08-23 14:00:00,11.143,150,612035,10.30,103
2025-08-23 15:00:00,11.139,150,612035,10.30,103
2025-08-23 16:00:00,11.137,150,612035,10.30,103
2025-08-23 17:00:00,11.135,150,612035,10.30,103
2025-08-23 18:00:00,11.133,150,612035,10.30,103
2025-08-23 19:00:00,11.13,150,612035,10.30,103
2025-08-23 20:00:00,11.127,150,612035,10.30,103
2025-08-23 21:00:00,11.125,150,612035,10.30,103
2025-08-23 22:00:00,11.123,150,612035,10.30,103
2025-08-23 23:00:00,11.121,150,612035,10.30,103
2025-08-24 00:00:00,11.119,150,612035,10.30,103
2025-08-24 01:00:00,11.116,150,612035,10.30,103
2025-08-24 02:00:00,11.115,150,612035,10.30,103
2025-08-24 03:00:00,11.113,150,612035,10.30,103
2025-08-24 04:00:00,11.111,150,612035,10.30,103
2025-08-24 05:00:00,11.109,150,612035,10.30,103
2025-08-24 06:00:00,11.108,150,612035,10.30,103
2025-08-24 07:00:00,11.107,150,612035,10.30,103
2025-08-24 08:00:00,11.104,150,612035,10.30,103
2025-08-24 09:00:00,11.103,150,612035,10.30,103
2025-08-24 10:00:00,11.104,150,612035,10.30,103
2025-08-24 11:00:00,11.11,150,612035,10.30,103
2025-08-24 12:00:00,11.111,150,612035,10.30,103
2025-08-24 13:00:00,11.109,150,612035,10.30,103
2025-08-24 14:00:00,11.106,150,612035,10.30,103
2025-08-24 15:00:00,11.105,150,612035,10.30,103
