Datetime,Stage,Discharge,SiteID,VarFrom,VarTo
2025-08-21 00:00:00,10.409,150,616178,10.30,103
2025-08-21 01:00:00,10.405,150,616178,10.30,103
2025-08-21 02:00:00,10.402,150,616178,10.30,103
2025-08-21 03:00:00,10.399,150,616178,10.30,103
2025-08-21 04:00:00,10.396,150,616178,10.30,103
2025-08-21 05:00:00,10.392,150,616178,10.30,103
2025-08-21 06:00:00,10.388,150,616178,10.30,103
2025-08-21 07:00:00,10.384,150,616178,10.30,103
2025-08-21 08:00:00,10.38,150,616178,10.30,103
2025-08-21 09:00:00,10.376,150,616178,10.30,103
2025-08-21 10:00:00,10.373,150,616178,10.30,103
2025-08-21 11:00:00,10.369,150,616178,10.30,103
2025-08-21 12:00:00,10.366,150,616178,10.30,103
2025-08-21 13:00:00,10.363,150,616178,10.30,103
2025-08-21 14:00:00,10.36,150,616178,10.30,103
2025-08-21 15:00:00,10.357,150,616178,10.30,103
2025-08-21 16:00:00,10.355,150,616178,10.30,103
2025-08-21 17:00:00,10.352,150,616178,10.30,103
2025-08-21 18:00:00,10.35,150,616178,10.30,103
2025-08-21 19:00:00,10.347,150,616178,10.30,103
2025-08-21 20:00:00,10.345,150,616178,10.30,103
2025-08-21 21:00:00,10.343,150,616178,10.30,103
2025-08-21 22:00:00,10.341,150,616178,10.30,103
2025-08-21 23:00:00,10.339,150,616178,10.30,103
2025-08-22 00:00:00,10.337,150,616178,10.30,103
2025-08-22 01:00:00,10.336,150,616178,10.30,103
2025-08-22 02:00:00,10.334,150,616178,10.30,103
2025-08-22 03:00:00,10.332,150,616178,10.30,103
2025-08-22 04:00:00,10.331,150,616178,10.30,103
2025-08-22 05:00:00,10.33,150,616178,10.30,103
2025-08-22 06:00:00,10.328,150,616178,10.30,103
2025-08-22 07:00:00,10.326,150,616178,10.30,103
2025-08-22 08:00:00,10.324,150,616178,10.30,103
2025-08-22 09:00:00,10.323,150,616178,10.30,103
2025-08-22 10:00:00,10.322,150,616178,10.30,103
2025-08-22 11:00:00,10.32,150,616178,10.30,103
2025-08-22 12:00:00,10.318,150,616178,10.30,103
2025-08-22 13:00:00,10.317,150,616178,10.30,103
2025-08-22 14:00:00,10.316,150,616178,10.30,103
2025-08-22 15:00:00,10.314,150,616178,10.30,103
2025-08-22 16:00:00,10.313,150,616178,10.30,103
2025-08-22 17:00:00,10.312,150,616178,10.30,103
2025-08-22 18:00:00,10.31,150,616178,10.30,103
2025-08-22 19:00:00,10.309,150,616178,10.30,103
2025-08-22 20:00:00,10.308,150,616178,10.30,103
2025-08-22 21:00:00,10.306,150,616178,10.30,103
2025-08-22 22:00:00,10.305,150,616178,10.30,103
2025-08-22 23:00:00,10.304,150,616178,10.30,103
2025-08-23 00:00:00,10.303,150,616178,10.30,103
2025-08-23 01:00:00,10.302,150,616178,10.30,103
2025-08-23 02:00:00,10.301,150,616178,10.30,103
2025-08-23 03:00:00,10.3,150,616178,10.30,103
2025-08-23 04:00:00,10.3,150,616178,10.30,103
2025-08-23 05:00:00,10.299,150,616178,10.30,103
2025-08-23 06:00:00,10.298,150,616178,10.30,103
2025-08-23 07:00:00,10.297,150,616178,10.30,103
2025-08-23 08:00:00,10.296,150,616178,10.30,103
2025-08-23 09:00:00,10.296,150,616178,10.30,103
2025-08-23 10:00:00,10.294,150,616178,10.30,103
2025-08-23 11:00:00,10.294,150,616178,10.30,103
2025-08-23 12:00:00,10.293,150,616178,10.30,103
2025-08-23 13:00:00,10.292,150,616178,10.30,103
2025-08-23 14:00:00,10.291,150,616178,10.30,103
2025-08-23 15:00:00,10.29,150,616178,10.30,103
2025-08-23 16:00:00,10.288,150,616178,10.30,103
2025-08-23 17:00:00,10.287,150,616178,10.30,103
2025-08-23 18:00:00,10.286,150,616178,10.30,103
2025-08-23 19:00:00,10.285,150,616178,10.30,103
2025-08-23 20:00:00,10.284,150,616178,10.30,103
2025-08-23 21:00:00,10.283,150,616178,10.30,103
2025-08-23 22:00:00,10.282,150,616178,10.30,103
2025-08-23 23:00:00,10.281,150,616178,10.30,103
2025-08-24 00:00:00,10.281,150,616178,10.30,103
2025-08-24 01:00:00,10.28,150,616178,10.30,103
2025-08-24 02:00:00,10.279,150,616178,10.30,103
2025-08-24 03:00:00,10.279,150,616178,10.30,103
2025-08-24 04:00:00,10.278,150,616178,10.30,103
2025-08-24 05:00:00,10.278,150,616178,10.30,103
2025-08-24 06:00:00,10.277,150,616178,10.30,103
2025-08-24 07:00:00,10.277,150,616178,10.30,103
